TimeGenerated,EventSource,DeviceRef,DeviceId,Severity,EventDetail
2026-07-21T08:22:40Z,IT,WEB-PROD-01,AST-007,High,Network flow alert (SSH-Patator) dest_port=22 from historical CIC/ISCX workbook Tuesday-WorkingHours.pcap1_ISCX.xlsx
2026-07-21T08:00:17Z,OT,plc-reactor-01,AST-002,Low,Network flow alert (BENIGN) dest_port=80 from historical CIC/ISCX workbook Wednesday-workingHours.pcap1_ISCX.xlsx
2026-07-21T08:00:34Z,IT,WKS-JSMITH,AST-004,Low,Network flow alert (BENIGN) dest_port=389 from historical CIC/ISCX workbook Wednesday-workingHours.pcap1_ISCX.xlsx
2026-07-21T08:00:51Z,IT,FIN-SVR-02,AST-003,Low,Network flow alert (BENIGN) dest_port=88 from historical CIC/ISCX workbook Wednesday-workingHours.pcap1_ISCX.xlsx
2026-07-21T08:01:08Z,IT,WEB-PROD-01,AST-007,Low,Network flow alert (BENIGN) dest_port=389 from historical CIC/ISCX workbook Wednesday-workingHours.pcap1_ISCX.xlsx
2026-07-21T08:01:25Z,IT,FIN-SVR-02,AST-003,Low,Network flow alert (BENIGN) dest_port=88 from historical CIC/ISCX workbook Wednesday-workingHours.pcap1_ISCX.xlsx
2026-07-21T08:01:42Z,OT,eng-ws-07,AST-008,Low,Network flow alert (BENIGN) dest_port=389 from historical CIC/ISCX workbook Wednesday-workingHours.pcap1_ISCX.xlsx
2026-07-21T08:01:59Z,IT,WEB-PROD-01,AST-007,Low,Network flow alert (BENIGN) dest_port=88 from historical CIC/ISCX workbook Wednesday-workingHours.pcap1_ISCX.xlsx
2026-07-21T08:02:16Z,IT,DC01,AST-001,Low,Network flow alert (BENIGN) dest_port=80 from historical CIC/ISCX workbook Wednesday-workingHours.pcap1_ISCX.xlsx
2026-07-22T08:00:17Z,OT,FIN-SVR-02,AST-003,Critical,ARP Spoofing feature-window rate=212.9614977723726 proto=17.0 source=ARP_Spoofing_test.pcap.csv
2026-07-22T08:00:34Z,OT,WKS-JSMITH,AST-004,Critical,ARP Spoofing feature-window rate=442.954430116393 proto=17.0 source=ARP_Spoofing_test.pcap.csv
2026-07-22T08:00:51Z,IT,FIN-SVR-02,AST-003,Critical,ARP Spoofing feature-window rate=28457.581789617405 proto=11.5 source=ARP_Spoofing_test.pcap.csv
2026-07-22T08:01:08Z,OT,FIN-SVR-02,AST-003,Critical,ARP Spoofing feature-window rate=105851.13694510877 proto=6.0 source=ARP_Spoofing_test.pcap.csv
2026-07-22T08:01:25Z,OT,WKS-JSMITH,AST-004,Critical,ARP Spoofing feature-window rate=4896.846315088838 proto=14.8 source=ARP_Spoofing_test.pcap.csv
2026-07-22T08:01:42Z,IT,plc-reactor-01,AST-002,Critical,ARP Spoofing feature-window rate=125.60343724602716 proto=6.8 source=ARP_Spoofing_test.pcap.csv
2026-07-22T08:01:59Z,OT,FIN-SVR-02,AST-003,Critical,ARP Spoofing feature-window rate=99.89014475451576 proto=17.0 source=ARP_Spoofing_test.pcap.csv
2026-07-22T08:02:16Z,OT,WKS-JSMITH,AST-004,Critical,ARP Spoofing feature-window rate=80.92864263933055 proto=15.9 source=ARP_Spoofing_test.pcap.csv
2026-07-22T08:02:33Z,IT,FIN-SVR-02,AST-003,Critical,ARP Spoofing feature-window rate=67.846200435996 proto=14.8 source=ARP_Spoofing_test.pcap.csv
2026-07-22T08:02:50Z,OT,FIN-SVR-02,AST-003,Critical,ARP Spoofing feature-window rate=78.53183400685472 proto=17.0 source=ARP_Spoofing_test.pcap.csv
2026-07-22T08:03:07Z,OT,WKS-JSMITH,AST-004,Critical,ARP Spoofing feature-window rate=75.29875910276576 proto=17.0 source=ARP_Spoofing_test.pcap.csv
2026-07-22T08:03:24Z,IT,DC01,AST-001,Critical,ARP Spoofing feature-window rate=15988.183957049396 proto=6.0 source=ARP_Spoofing_test.pcap.csv
2026-07-22T08:03:41Z,OT,FIN-SVR-02,AST-003,Critical,ARP Spoofing feature-window rate=17147.92613211074 proto=6.0 source=ARP_Spoofing_test.pcap.csv
2026-07-22T08:03:58Z,OT,WKS-JSMITH,AST-004,Critical,ARP Spoofing feature-window rate=72.79251478594765 proto=15.3 source=ARP_Spoofing_test.pcap.csv
2026-07-22T08:04:15Z,IT,plc-reactor-01,AST-002,Critical,ARP Spoofing feature-window rate=71.0973779021028 proto=17.0 source=ARP_Spoofing_test.pcap.csv
2026-07-22T08:04:32Z,OT,FIN-SVR-02,AST-003,Critical,ARP Spoofing feature-window rate=69.91277909267961 proto=17.0 source=ARP_Spoofing_test.pcap.csv
2026-07-22T08:04:49Z,OT,WKS-JSMITH,AST-004,Critical,ARP Spoofing feature-window rate=70.37406329955454 proto=17.0 source=ARP_Spoofing_test.pcap.csv
2026-07-22T08:05:06Z,IT,WEB-PROD-01,AST-007,Critical,ARP Spoofing feature-window rate=75.70599353349468 proto=17.0 source=ARP_Spoofing_test.pcap.csv
2026-07-22T08:05:23Z,OT,FIN-SVR-02,AST-003,Critical,ARP Spoofing feature-window rate=81.212993141986 proto=17.0 source=ARP_Spoofing_test.pcap.csv
2026-07-22T08:05:40Z,OT,WKS-JSMITH,AST-004,Critical,ARP Spoofing feature-window rate=86.28691590899604 proto=17.0 source=ARP_Spoofing_test.pcap.csv
2026-07-22T08:05:57Z,IT,eng-ws-07,AST-008,Critical,ARP Spoofing feature-window rate=91.84991692526732 proto=17.0 source=ARP_Spoofing_test.pcap.csv
2026-07-22T08:06:14Z,OT,FIN-SVR-02,AST-003,Critical,ARP Spoofing feature-window rate=97.39095555259864 proto=17.0 source=ARP_Spoofing_test.pcap.csv
2026-07-22T08:06:31Z,OT,WKS-JSMITH,AST-004,Critical,ARP Spoofing feature-window rate=102.62910954045296 proto=17.0 source=ARP_Spoofing_test.pcap.csv
2026-07-22T08:06:48Z,IT,plc-reactor-01,AST-002,Critical,ARP Spoofing feature-window rate=107.2402032583462 proto=17.0 source=ARP_Spoofing_test.pcap.csv
2026-07-22T08:07:05Z,OT,FIN-SVR-02,AST-003,Critical,ARP Spoofing feature-window rate=112.15318982241538 proto=17.0 source=ARP_Spoofing_test.pcap.csv
2026-07-22T08:07:22Z,OT,WKS-JSMITH,AST-004,Critical,ARP Spoofing feature-window rate=117.01206485053804 proto=17.0 source=ARP_Spoofing_test.pcap.csv
2026-07-22T08:07:39Z,IT,WEB-PROD-01,AST-007,Critical,ARP Spoofing feature-window rate=121.73520880956904 proto=17.0 source=ARP_Spoofing_test.pcap.csv
2026-07-22T08:07:56Z,OT,FIN-SVR-02,AST-003,Critical,ARP Spoofing feature-window rate=118.02555893575888 proto=17.0 source=ARP_Spoofing_test.pcap.csv
2026-07-22T08:08:13Z,OT,WKS-JSMITH,AST-004,Critical,ARP Spoofing feature-window rate=80.4749276354001 proto=13.7 source=ARP_Spoofing_test.pcap.csv
2026-07-22T08:08:30Z,IT,WEB-PROD-01,AST-007,Critical,ARP Spoofing feature-window rate=8252.608249065252 proto=6.0 source=ARP_Spoofing_test.pcap.csv
2026-07-22T08:08:47Z,OT,FIN-SVR-02,AST-003,Critical,ARP Spoofing feature-window rate=78.78885313621785 proto=13.7 source=ARP_Spoofing_test.pcap.csv
2026-07-22T08:09:04Z,OT,WKS-JSMITH,AST-004,Critical,ARP Spoofing feature-window rate=108.3133876004068 proto=13.6 source=ARP_Spoofing_test.pcap.csv
2026-07-22T08:09:21Z,IT,DC01,AST-001,Critical,ARP Spoofing feature-window rate=105.21005857506772 proto=17.0 source=ARP_Spoofing_test.pcap.csv
2026-07-22T08:09:38Z,OT,FIN-SVR-02,AST-003,Critical,ARP Spoofing feature-window rate=102.42846436157905 proto=17.0 source=ARP_Spoofing_test.pcap.csv
2026-07-22T08:09:55Z,OT,WKS-JSMITH,AST-004,Critical,ARP Spoofing feature-window rate=99.759425668701 proto=17.0 source=ARP_Spoofing_test.pcap.csv
2026-07-22T08:10:12Z,IT,VPN-GW-01,AST-006,Critical,ARP Spoofing feature-window rate=97.66677494692092 proto=17.0 source=ARP_Spoofing_test.pcap.csv
2026-07-22T08:10:29Z,OT,FIN-SVR-02,AST-003,Critical,ARP Spoofing feature-window rate=49.35916262402598 proto=11.5 source=ARP_Spoofing_test.pcap.csv
2026-07-22T08:10:46Z,OT,WKS-JSMITH,AST-004,Critical,ARP Spoofing feature-window rate=2.098884197293616 proto=6.0 source=ARP_Spoofing_test.pcap.csv
2026-07-22T08:11:03Z,IT,hmi-scada-02,AST-005,Critical,ARP Spoofing feature-window rate=85.52225025659348 proto=15.9 source=ARP_Spoofing_test.pcap.csv
2026-07-22T08:11:20Z,OT,FIN-SVR-02,AST-003,Critical,ARP Spoofing feature-window rate=117.04074266121832 proto=11.4 source=ARP_Spoofing_test.pcap.csv
2026-07-22T08:11:37Z,OT,WKS-JSMITH,AST-004,Critical,ARP Spoofing feature-window rate=84.51722304248361 proto=15.9 source=ARP_Spoofing_test.pcap.csv
2026-07-22T08:11:54Z,IT,DC01,AST-001,Critical,ARP Spoofing feature-window rate=73.32235320443235 proto=14.8 source=ARP_Spoofing_test.pcap.csv
2026-07-22T08:12:11Z,OT,FIN-SVR-02,AST-003,Critical,ARP Spoofing feature-window rate=91.05638189183294 proto=17.0 source=ARP_Spoofing_test.pcap.csv
2026-07-22T08:12:28Z,OT,WKS-JSMITH,AST-004,Critical,ARP Spoofing feature-window rate=84.00455243885284 proto=15.9 source=ARP_Spoofing_test.pcap.csv
2026-07-22T08:12:45Z,IT,WKS-JSMITH,AST-004,Critical,ARP Spoofing feature-window rate=95.25715552164596 proto=17.0 source=ARP_Spoofing_test.pcap.csv
2026-07-22T08:13:02Z,OT,FIN-SVR-02,AST-003,Critical,ARP Spoofing feature-window rate=97.73065085023838 proto=17.0 source=ARP_Spoofing_test.pcap.csv
2026-07-22T08:13:19Z,OT,WKS-JSMITH,AST-004,Critical,ARP Spoofing feature-window rate=100.17942250711758 proto=17.0 source=ARP_Spoofing_test.pcap.csv
2026-07-22T08:13:36Z,IT,DC01,AST-001,Critical,ARP Spoofing feature-window rate=102.43749422378292 proto=17.0 source=ARP_Spoofing_test.pcap.csv
2026-07-22T08:13:53Z,OT,FIN-SVR-02,AST-003,Critical,ARP Spoofing feature-window rate=94.360458395628 proto=15.9 source=ARP_Spoofing_test.pcap.csv
2026-07-22T08:14:10Z,OT,WKS-JSMITH,AST-004,Critical,ARP Spoofing feature-window rate=106.9568626388545 proto=17.0 source=ARP_Spoofing_test.pcap.csv
2026-07-22T08:00:17Z,IT,WKS-JSMITH,AST-004,Low,BENIGN feature-window rate=39123.05453996038 proto=7.1 source=Benign_test.pcap.csv
2026-07-22T08:00:34Z,IT,WKS-JSMITH,AST-004,Low,BENIGN feature-window rate=72928.09597306684 proto=4.2 source=Benign_test.pcap.csv
2026-07-22T08:00:51Z,IT,VPN-GW-01,AST-006,Low,BENIGN feature-window rate=52552.111857037686 proto=4.1 source=Benign_test.pcap.csv
2026-07-22T08:01:08Z,OT,hmi-scada-02,AST-005,Low,BENIGN feature-window rate=24502.56270408412 proto=6.0 source=Benign_test.pcap.csv
2026-07-22T08:01:25Z,IT,FIN-SVR-02,AST-003,Low,BENIGN feature-window rate=6263.15647983306 proto=7.1 source=Benign_test.pcap.csv
2026-07-22T08:01:42Z,IT,DC01,AST-001,Low,BENIGN feature-window rate=2.8033812760878525 proto=6.0 source=Benign_test.pcap.csv
2026-07-22T08:01:59Z,OT,hmi-scada-02,AST-005,Low,BENIGN feature-window rate=22401.599170577785 proto=6.0 source=Benign_test.pcap.csv
2026-07-22T08:02:16Z,IT,WKS-JSMITH,AST-004,Low,BENIGN feature-window rate=2.2916657842813857 proto=6.0 source=Benign_test.pcap.csv
2026-07-22T08:02:33Z,IT,FIN-SVR-02,AST-003,Low,BENIGN feature-window rate=1.9249830592283896 proto=6.0 source=Benign_test.pcap.csv
2026-07-22T08:02:50Z,IT,VPN-GW-01,AST-006,Low,BENIGN feature-window rate=2.140300309979575 proto=8.2 source=Benign_test.pcap.csv
2026-07-22T08:03:07Z,IT,DC01,AST-001,Low,BENIGN feature-window rate=1.8431727133461728 proto=6.0 source=Benign_test.pcap.csv
2026-07-22T08:03:24Z,OT,hmi-scada-02,AST-005,Low,BENIGN feature-window rate=2468.8044467019854 proto=6.0 source=Benign_test.pcap.csv
2026-07-22T08:03:41Z,IT,DC01,AST-001,Low,BENIGN feature-window rate=2152.1850794474785 proto=6.0 source=Benign_test.pcap.csv
2026-07-22T08:03:58Z,OT,eng-ws-07,AST-008,Low,BENIGN feature-window rate=2.0918200558484985 proto=6.0 source=Benign_test.pcap.csv
2026-07-22T08:04:15Z,IT,WEB-PROD-01,AST-007,Low,BENIGN feature-window rate=2.207273654346488 proto=6.0 source=Benign_test.pcap.csv
2026-07-22T08:04:32Z,IT,WKS-JSMITH,AST-004,Low,BENIGN feature-window rate=1.4837734648631078 proto=6.0 source=Benign_test.pcap.csv
2026-07-22T08:04:49Z,IT,FIN-SVR-02,AST-003,Low,BENIGN feature-window rate=1.7780650490739625 proto=6.0 source=Benign_test.pcap.csv
2026-07-22T08:05:06Z,IT,WEB-PROD-01,AST-007,Low,BENIGN feature-window rate=1.995816835005824 proto=7.1 source=Benign_test.pcap.csv
2026-07-22T08:05:23Z,OT,eng-ws-07,AST-008,Low,BENIGN feature-window rate=1.9603146710838977 proto=7.1 source=Benign_test.pcap.csv
2026-07-22T08:05:40Z,OT,hmi-scada-02,AST-005,Low,BENIGN feature-window rate=1.3738681026426227 proto=7.1 source=Benign_test.pcap.csv
2026-07-22T08:05:57Z,OT,eng-ws-07,AST-008,Low,BENIGN feature-window rate=1.8190242902876887 proto=6.0 source=Benign_test.pcap.csv
2026-07-22T08:06:14Z,IT,WEB-PROD-01,AST-007,Low,BENIGN feature-window rate=0.8535401962713374 proto=7.1 source=Benign_test.pcap.csv
2026-07-22T08:06:31Z,OT,eng-ws-07,AST-008,Low,BENIGN feature-window rate=1.525162976902363 proto=6.0 source=Benign_test.pcap.csv
2026-07-22T08:06:48Z,IT,VPN-GW-01,AST-006,Low,BENIGN feature-window rate=2.122675578048836 proto=6.0 source=Benign_test.pcap.csv
2026-07-22T08:07:05Z,IT,VPN-GW-01,AST-006,Low,BENIGN feature-window rate=2.115008978598349 proto=6.0 source=Benign_test.pcap.csv
2026-07-22T08:07:22Z,IT,DC01,AST-001,Low,BENIGN feature-window rate=2.107145869491349 proto=6.0 source=Benign_test.pcap.csv
2026-07-22T08:07:39Z,IT,VPN-GW-01,AST-006,Low,BENIGN feature-window rate=1.0908352264459882 proto=8.2 source=Benign_test.pcap.csv
2026-07-22T08:07:56Z,OT,eng-ws-07,AST-008,Low,BENIGN feature-window rate=2.100162305136653 proto=6.0 source=Benign_test.pcap.csv
2026-07-22T08:08:13Z,IT,WKS-JSMITH,AST-004,Low,BENIGN feature-window rate=0.7606218239262332 proto=6.0 source=Benign_test.pcap.csv
2026-07-22T08:08:30Z,IT,VPN-GW-01,AST-006,Low,BENIGN feature-window rate=0.9841413429245356 proto=6.0 source=Benign_test.pcap.csv
2026-07-22T08:08:47Z,IT,WEB-PROD-01,AST-007,Low,BENIGN feature-window rate=1.7752310016856714 proto=6.0 source=Benign_test.pcap.csv
2026-07-22T08:09:04Z,OT,plc-reactor-01,AST-002,Low,BENIGN feature-window rate=2.0883838221151363 proto=6.0 source=Benign_test.pcap.csv
2026-07-22T08:09:21Z,IT,WKS-JSMITH,AST-004,Low,BENIGN feature-window rate=1.5574036022189623 proto=6.0 source=Benign_test.pcap.csv
2026-07-22T08:09:38Z,OT,hmi-scada-02,AST-005,Low,BENIGN feature-window rate=2.082317481991155 proto=6.0 source=Benign_test.pcap.csv
2026-07-22T08:09:55Z,OT,plc-reactor-01,AST-002,Low,BENIGN feature-window rate=1.900409167348096 proto=7.1 source=Benign_test.pcap.csv
2026-07-22T08:10:12Z,IT,DC01,AST-001,Low,BENIGN feature-window rate=8.853962789632998 proto=7.1 source=Benign_test.pcap.csv
2026-07-22T08:10:29Z,OT,plc-reactor-01,AST-002,Low,BENIGN feature-window rate=1.2099998872463495 proto=6.0 source=Benign_test.pcap.csv
2026-07-22T08:10:46Z,IT,DC01,AST-001,Low,BENIGN feature-window rate=1.8053114384285047 proto=7.1 source=Benign_test.pcap.csv
2026-07-22T08:11:03Z,OT,plc-reactor-01,AST-002,Low,BENIGN feature-window rate=1.273307316632171 proto=6.0 source=Benign_test.pcap.csv
2026-07-22T08:11:20Z,IT,WEB-PROD-01,AST-007,Low,BENIGN feature-window rate=2.176120199743377 proto=7.1 source=Benign_test.pcap.csv
2026-07-22T08:11:37Z,IT,DC01,AST-001,Low,BENIGN feature-window rate=4.23819948768853 proto=6.0 source=Benign_test.pcap.csv
2026-07-22T08:11:54Z,OT,eng-ws-07,AST-008,Low,BENIGN feature-window rate=1.8764210435698487 proto=6.0 source=Benign_test.pcap.csv
2026-07-22T08:12:11Z,OT,hmi-scada-02,AST-005,Low,BENIGN feature-window rate=2.065347542844177 proto=6.0 source=Benign_test.pcap.csv
2026-07-22T08:12:28Z,OT,eng-ws-07,AST-008,Low,BENIGN feature-window rate=1.2327557201718058 proto=6.0 source=Benign_test.pcap.csv
2026-07-22T08:12:45Z,IT,VPN-GW-01,AST-006,Low,BENIGN feature-window rate=1.7625608499530123 proto=6.0 source=Benign_test.pcap.csv
2026-07-22T08:13:02Z,IT,WKS-JSMITH,AST-004,Low,BENIGN feature-window rate=1.69702560107102 proto=8.2 source=Benign_test.pcap.csv
2026-07-22T08:13:19Z,IT,WEB-PROD-01,AST-007,Low,BENIGN feature-window rate=1.325108164426053 proto=6.0 source=Benign_test.pcap.csv
2026-07-22T08:13:36Z,IT,WEB-PROD-01,AST-007,Low,BENIGN feature-window rate=7170.8862656826805 proto=6.0 source=Benign_test.pcap.csv
2026-07-22T08:13:53Z,OT,hmi-scada-02,AST-005,Low,BENIGN feature-window rate=19182.01671288329 proto=6.0 source=Benign_test.pcap.csv
2026-07-22T08:14:10Z,IT,VPN-GW-01,AST-006,Low,BENIGN feature-window rate=5556.50527259545 proto=6.0 source=Benign_test.pcap.csv
2026-07-22T08:00:17Z,OT,FIN-SVR-02,AST-003,Critical,MQTT DDoS Connect Flood feature-window rate=365599.2407537501 proto=6.0 source=MQTT-DDoS-Connect_Flood_test.pcap.csv
2026-07-22T08:00:34Z,OT,WKS-JSMITH,AST-004,Critical,MQTT DDoS Connect Flood feature-window rate=173299.3495528593 proto=6.0 source=MQTT-DDoS-Connect_Flood_test.pcap.csv
2026-07-22T08:00:51Z,IT,DC01,AST-001,Critical,MQTT DDoS Connect Flood feature-window rate=25389.13526571046 proto=6.0 source=MQTT-DDoS-Connect_Flood_test.pcap.csv
2026-07-22T08:01:08Z,OT,FIN-SVR-02,AST-003,Critical,MQTT DDoS Connect Flood feature-window rate=81750.71556831652 proto=6.0 source=MQTT-DDoS-Connect_Flood_test.pcap.csv
2026-07-22T08:01:25Z,OT,WKS-JSMITH,AST-004,Critical,MQTT DDoS Connect Flood feature-window rate=110477.71198554376 proto=6.0 source=MQTT-DDoS-Connect_Flood_test.pcap.csv
2026-07-22T08:01:42Z,IT,DC01,AST-001,Critical,MQTT DDoS Connect Flood feature-window rate=259751.367362044 proto=6.0 source=MQTT-DDoS-Connect_Flood_test.pcap.csv
2026-07-22T08:01:59Z,OT,FIN-SVR-02,AST-003,Critical,MQTT DDoS Connect Flood feature-window rate=829565.3291825933 proto=6.0 source=MQTT-DDoS-Connect_Flood_test.pcap.csv
2026-07-22T08:02:16Z,OT,WKS-JSMITH,AST-004,Critical,MQTT DDoS Connect Flood feature-window rate=342020.7600162953 proto=6.0 source=MQTT-DDoS-Connect_Flood_test.pcap.csv
2026-07-22T08:02:33Z,IT,FIN-SVR-02,AST-003,Critical,MQTT DDoS Connect Flood feature-window rate=441532.241243875 proto=6.0 source=MQTT-DDoS-Connect_Flood_test.pcap.csv
2026-07-22T08:02:50Z,OT,FIN-SVR-02,AST-003,Critical,MQTT DDoS Connect Flood feature-window rate=182581.4728699063 proto=6.0 source=MQTT-DDoS-Connect_Flood_test.pcap.csv
2026-07-22T08:03:07Z,OT,WKS-JSMITH,AST-004,Critical,MQTT DDoS Connect Flood feature-window rate=227498.75718547983 proto=6.0 source=MQTT-DDoS-Connect_Flood_test.pcap.csv
2026-07-22T08:03:24Z,IT,hmi-scada-02,AST-005,Critical,MQTT DDoS Connect Flood feature-window rate=270340.1200305128 proto=6.0 source=MQTT-DDoS-Connect_Flood_test.pcap.csv
2026-07-22T08:03:41Z,OT,FIN-SVR-02,AST-003,Critical,MQTT DDoS Connect Flood feature-window rate=47825.92699809632 proto=6.0 source=MQTT-DDoS-Connect_Flood_test.pcap.csv
2026-07-22T08:03:58Z,OT,WKS-JSMITH,AST-004,Critical,MQTT DDoS Connect Flood feature-window rate=218027.3633963076 proto=6.0 source=MQTT-DDoS-Connect_Flood_test.pcap.csv
2026-07-22T08:04:15Z,IT,WEB-PROD-01,AST-007,Critical,MQTT DDoS Connect Flood feature-window rate=33134.79873731331 proto=6.0 source=MQTT-DDoS-Connect_Flood_test.pcap.csv
2026-07-22T08:04:32Z,OT,FIN-SVR-02,AST-003,Critical,MQTT DDoS Connect Flood feature-window rate=139503.22465588886 proto=6.0 source=MQTT-DDoS-Connect_Flood_test.pcap.csv
2026-07-22T08:04:49Z,OT,WKS-JSMITH,AST-004,Critical,MQTT DDoS Connect Flood feature-window rate=3334.861916394182 proto=6.0 source=MQTT-DDoS-Connect_Flood_test.pcap.csv
2026-07-22T08:05:06Z,IT,WKS-JSMITH,AST-004,Critical,MQTT DDoS Connect Flood feature-window rate=117769.34312410916 proto=6.0 source=MQTT-DDoS-Connect_Flood_test.pcap.csv
2026-07-22T08:05:23Z,OT,FIN-SVR-02,AST-003,Critical,MQTT DDoS Connect Flood feature-window rate=245485.66398478925 proto=6.0 source=MQTT-DDoS-Connect_Flood_test.pcap.csv
2026-07-22T08:05:40Z,OT,WKS-JSMITH,AST-004,Critical,MQTT DDoS Connect Flood feature-window rate=76963.5486931243 proto=6.0 source=MQTT-DDoS-Connect_Flood_test.pcap.csv
2026-07-22T08:05:57Z,IT,plc-reactor-01,AST-002,Critical,MQTT DDoS Connect Flood feature-window rate=247640.80417102244 proto=6.0 source=MQTT-DDoS-Connect_Flood_test.pcap.csv
2026-07-22T08:06:14Z,OT,FIN-SVR-02,AST-003,Critical,MQTT DDoS Connect Flood feature-window rate=854.5293794022443 proto=6.0 source=MQTT-DDoS-Connect_Flood_test.pcap.csv
2026-07-22T08:06:31Z,OT,WKS-JSMITH,AST-004,Critical,MQTT DDoS Connect Flood feature-window rate=379.6271864424075 proto=6.0 source=MQTT-DDoS-Connect_Flood_test.pcap.csv
2026-07-22T08:06:48Z,IT,WKS-JSMITH,AST-004,Critical,MQTT DDoS Connect Flood feature-window rate=18490.965912764 proto=6.0 source=MQTT-DDoS-Connect_Flood_test.pcap.csv
2026-07-22T08:07:05Z,OT,FIN-SVR-02,AST-003,Critical,MQTT DDoS Connect Flood feature-window rate=184322.52615145623 proto=6.0 source=MQTT-DDoS-Connect_Flood_test.pcap.csv
2026-07-22T08:07:22Z,OT,WKS-JSMITH,AST-004,Critical,MQTT DDoS Connect Flood feature-window rate=8663.556478826235 proto=6.0 source=MQTT-DDoS-Connect_Flood_test.pcap.csv
2026-07-22T08:07:39Z,IT,WEB-PROD-01,AST-007,Critical,MQTT DDoS Connect Flood feature-window rate=94456.04661785351 proto=6.0 source=MQTT-DDoS-Connect_Flood_test.pcap.csv
2026-07-22T08:07:56Z,OT,FIN-SVR-02,AST-003,Critical,MQTT DDoS Connect Flood feature-window rate=96254.6722301378 proto=6.0 source=MQTT-DDoS-Connect_Flood_test.pcap.csv
2026-07-22T08:08:13Z,OT,WKS-JSMITH,AST-004,Critical,MQTT DDoS Connect Flood feature-window rate=49300.54500393409 proto=6.0 source=MQTT-DDoS-Connect_Flood_test.pcap.csv
2026-07-22T08:08:30Z,IT,plc-reactor-01,AST-002,Critical,MQTT DDoS Connect Flood feature-window rate=74949.88146235421 proto=6.0 source=MQTT-DDoS-Connect_Flood_test.pcap.csv
2026-07-22T08:08:47Z,OT,FIN-SVR-02,AST-003,Critical,MQTT DDoS Connect Flood feature-window rate=12093.270351676792 proto=6.0 source=MQTT-DDoS-Connect_Flood_test.pcap.csv
2026-07-22T08:09:04Z,OT,WKS-JSMITH,AST-004,Critical,MQTT DDoS Connect Flood feature-window rate=37930.48015628334 proto=6.0 source=MQTT-DDoS-Connect_Flood_test.pcap.csv
2026-07-22T08:09:21Z,IT,WEB-PROD-01,AST-007,Critical,MQTT DDoS Connect Flood feature-window rate=19969.75141943452 proto=6.0 source=MQTT-DDoS-Connect_Flood_test.pcap.csv
2026-07-22T08:09:38Z,OT,FIN-SVR-02,AST-003,Critical,MQTT DDoS Connect Flood feature-window rate=42870.461038698646 proto=6.0 source=MQTT-DDoS-Connect_Flood_test.pcap.csv
2026-07-22T08:09:55Z,OT,WKS-JSMITH,AST-004,Critical,MQTT DDoS Connect Flood feature-window rate=319515.08982423577 proto=6.0 source=MQTT-DDoS-Connect_Flood_test.pcap.csv
2026-07-22T08:10:12Z,IT,WEB-PROD-01,AST-007,Critical,MQTT DDoS Connect Flood feature-window rate=141652.918824019 proto=6.0 source=MQTT-DDoS-Connect_Flood_test.pcap.csv
2026-07-22T08:10:29Z,OT,FIN-SVR-02,AST-003,Critical,MQTT DDoS Connect Flood feature-window rate=12704.372217711389 proto=6.0 source=MQTT-DDoS-Connect_Flood_test.pcap.csv
2026-07-22T08:10:46Z,OT,WKS-JSMITH,AST-004,Critical,MQTT DDoS Connect Flood feature-window rate=89809.85854260443 proto=6.0 source=MQTT-DDoS-Connect_Flood_test.pcap.csv
2026-07-22T08:11:03Z,IT,DC01,AST-001,Critical,MQTT DDoS Connect Flood feature-window rate=133364.3255077985 proto=6.0 source=MQTT-DDoS-Connect_Flood_test.pcap.csv
2026-07-22T08:11:20Z,OT,FIN-SVR-02,AST-003,Critical,MQTT DDoS Connect Flood feature-window rate=86373.79443766488 proto=6.0 source=MQTT-DDoS-Connect_Flood_test.pcap.csv
2026-07-22T08:11:37Z,OT,WKS-JSMITH,AST-004,Critical,MQTT DDoS Connect Flood feature-window rate=1453.994079836841 proto=6.0 source=MQTT-DDoS-Connect_Flood_test.pcap.csv
2026-07-22T08:11:54Z,IT,plc-reactor-01,AST-002,Critical,MQTT DDoS Connect Flood feature-window rate=20741.75774670684 proto=6.0 source=MQTT-DDoS-Connect_Flood_test.pcap.csv
2026-07-22T08:12:11Z,OT,FIN-SVR-02,AST-003,Critical,MQTT DDoS Connect Flood feature-window rate=74632.00309931468 proto=6.0 source=MQTT-DDoS-Connect_Flood_test.pcap.csv
2026-07-22T08:12:28Z,OT,WKS-JSMITH,AST-004,Critical,MQTT DDoS Connect Flood feature-window rate=87396.92874219922 proto=6.0 source=MQTT-DDoS-Connect_Flood_test.pcap.csv
2026-07-22T08:12:45Z,IT,plc-reactor-01,AST-002,Critical,MQTT DDoS Connect Flood feature-window rate=39218.970256777095 proto=6.0 source=MQTT-DDoS-Connect_Flood_test.pcap.csv
2026-07-22T08:13:02Z,OT,FIN-SVR-02,AST-003,Critical,MQTT DDoS Connect Flood feature-window rate=72721.68526997528 proto=6.0 source=MQTT-DDoS-Connect_Flood_test.pcap.csv
2026-07-22T08:13:19Z,OT,WKS-JSMITH,AST-004,Critical,MQTT DDoS Connect Flood feature-window rate=168391.85698597878 proto=6.0 source=MQTT-DDoS-Connect_Flood_test.pcap.csv
2026-07-22T08:13:36Z,IT,WKS-JSMITH,AST-004,Critical,MQTT DDoS Connect Flood feature-window rate=6528.402192271112 proto=6.0 source=MQTT-DDoS-Connect_Flood_test.pcap.csv
